Estado,Año,Mes,Tasa de desempleo
Illinois,2018,Junio,4.2
Illinois,2018,Mayo,4.3
Illinois,2018,Abril,4.3
Illinois,2018,Marzo,4.4
Illinois,2018,Febrero,4.4
Illinois,2018,Enero,4.5
Illinois,2019,Diciembre,3.6
Illinois,2019,Noviembre,3.6
Illinois,2019,Octubre,3.7
Illinois,2019,Septiembre,3.7
Illinois,2019,Agosto,3.7
Illinois,2019,Julio,3.8
Illinois,2019,Junio,3.8
Illinois,2019,Mayo,4.0
Illinois,2019,Abril,4.1
Illinois,2019,Marzo,4.3
Illinois,2019,Febrero,4.5
Illinois,2019,Enero,4.5
Indiana,2010,Diciembre,9.3
Indiana,2010,Noviembre,9.5
Indiana,2010,Octubre,9.7
Indiana,2010,Septiembre,9.8
Indiana,2010,Agosto,9.9
Indiana,2010,Julio,10.0
Indiana,2010,Junio,10.1
Indiana,2010,Mayo,10.3
Indiana,2010,Abril,10.4
Indiana,2010,Marzo,10.6
Indiana,2010,Febrero,10.7
Indiana,2010,Enero,10.7
Indiana,2011,Diciembre,8.6
Indiana,2011,Noviembre,8.8
Indiana,2011,Octubre,9.0
Indiana,2011,Septiembre,9.1
Indiana,2011,Agosto,9.1
Indiana,2011,Julio,9.1
Indiana,2011,Junio,8.9
Indiana,2011,Mayo,8.8
Indiana,2011,Abril,8.7
Indiana,2011,Marzo,8.8
Indiana,2011,Febrero,8.9
Indiana,2011,Enero,9.1
Indiana,2012,Diciembre,8.2
Indiana,2012,Noviembre,8.2
Indiana,2012,Octubre,8.2
Indiana,2012,Septiembre,8.2
Indiana,2012,Agosto,8.2
Indiana,2012,Julio,8.2
Indiana,2012,Junio,8.2
Indiana,2012,Mayo,8.2
Indiana,2012,Abril,8.2
Indiana,2012,Marzo,8.2
Indiana,2012,Febrero,8.3
Indiana,2012,Enero,8.4
Indiana,2013,Diciembre,6.5
Indiana,2013,Noviembre,6.7
Indiana,2013,Octubre,6.9
Indiana,2013,Septiembre,7.1
Indiana,2013,Agosto,7.3
Indiana,2013,Julio,7.5
Indiana,2013,Junio,7.7
Indiana,2013,Mayo,7.8
Indiana,2013,Abril,8.0
Indiana,2013,Marzo,8.1
Indiana,2013,Febrero,8.2
Indiana,2013,Enero,8.2
Indiana,2014,Diciembre,5.5
Indiana,2014,Noviembre,5.6
Indiana,2014,Octubre,5.7
Indiana,2014,Septiembre,5.8
Indiana,2014,Agosto,5.8
Indiana,2014,Julio,5.9
Indiana,2014,Junio,6.0
Indiana,2014,Mayo,6.1
Indiana,2014,Abril,6.1
Indiana,2014,Marzo,6.2
Indiana,2014,Febrero,6.3
Indiana,2014,Enero,6.4
Indiana,2015,Diciembre,4.6
Indiana,2015,Noviembre,4.5
Indiana,2015,Octubre,4.5
Indiana,2015,Septiembre,4.5
Indiana,2015,Agosto,4.6
Indiana,2015,Julio,4.6
Indiana,2015,Junio,4.7
Indiana,2015,Mayo,4.8
Indiana,2015,Abril,4.9
Indiana,2015,Marzo,5.1
Indiana,2015,Febrero,5.2
Indiana,2015,Enero,5.4
Indiana,2016,Diciembre,4.0
Indiana,2016,Noviembre,4.1
Indiana,2016,Octubre,4.1
Indiana,2016,Septiembre,4.2
Indiana,2016,Agosto,4.3
Indiana,2016,Julio,4.4
Indiana,2016,Junio,4.4
Indiana,2016,Mayo,4.5
Indiana,2016,Abril,4.6
Indiana,2016,Marzo,4.6
Indiana,2016,Febrero,4.6
Indiana,2016,Enero,4.6
Indiana,2017,Diciembre,3.3
Indiana,2017,Noviembre,3.4
Indiana,2017,Octubre,3.5
Indiana,2017,Septiembre,3.5
Indiana,2017,Agosto,3.5
Indiana,2017,Julio,3.5
Indiana,2017,Junio,3.4
Indiana,2017,Mayo,3.4
Indiana,2017,Abril,3.4
Indiana,2017,Marzo,3.5
Indiana,2017,Febrero,3.7
Indiana,2017,Enero,3.8
Indiana,2018,Diciembre,3.5
Indiana,2018,Noviembre,3.5
Indiana,2018,Octubre,3.5
Indiana,2018,Septiembre,3.5
Indiana,2018,Agosto,3.5
Indiana,2018,Julio,3.4
Indiana,2018,Junio,3.4
Indiana,2018,Mayo,3.4
Indiana,2018,Abril,3.3
Indiana,2018,Marzo,3.3
Indiana,2018,Febrero,3.3
Indiana,2018,Enero,3.3
Indiana,2019,Diciembre,3.3
Indiana,2019,Noviembre,3.3
Indiana,2019,Octubre,3.3
Indiana,2019,Septiembre,3.3
Indiana,2019,Agosto,3.3
Indiana,2019,Julio,3.2
Indiana,2019,Junio,3.2
Indiana,2019,Mayo,3.2
Indiana,2019,Abril,3.2
Indiana,2019,Marzo,3.3
Indiana,2019,Febrero,3.4
Indiana,2019,Enero,3.5
Kansas,2010,Diciembre,6.8
Kansas,2010,Noviembre,6.9
Kansas,2010,Octubre,6.9
Kansas,2010,Septiembre,6.8
Kansas,2010,Agosto,6.8
Kansas,2010,Julio,6.8
Kansas,2010,Junio,6.8
Kansas,2010,Mayo,6.9
Kansas,2010,Abril,7.0
Kansas,2010,Marzo,7.1
Kansas,2010,Febrero,7.2
Kansas,2010,Enero,7.2
Kansas,2011,Diciembre,6.0
Kansas,2011,Noviembre,6.1
Kansas,2011,Octubre,6.2
Kansas,2011,Septiembre,6.3
Kansas,2011,Agosto,6.3
Kansas,2011,Julio,6.3
Kansas,2011,Junio,6.4
Kansas,2011,Mayo,6.4
Kansas,2011,Abril,6.5
Kansas,2011,Marzo,6.6
Kansas,2011,Febrero,6.7
Kansas,2011,Enero,6.8
Kansas,2012,Diciembre,5.6
Kansas,2012,Noviembre,5.6
Kansas,2012,Octubre,5.6
Kansas,2012,Septiembre,5.6
Kansas,2012,Agosto,5.6
Kansas,2012,Julio,5.7
Kansas,2012,Junio,5.7
Kansas,2012,Mayo,5.8
Kansas,2012,Abril,5.8
Kansas,2012,Marzo,5.8
Kansas,2012,Febrero,5.9
Kansas,2012,Enero,5.9
Kansas,2013,Diciembre,4.9
Kansas,2013,Noviembre,5.0
Kansas,2013,Octubre,5.1
Kansas,2013,Septiembre,5.2
Kansas,2013,Agosto,5.3
Kansas,2013,Julio,5.3
Kansas,2013,Junio,5.4
Kansas,2013,Mayo,5.4
Kansas,2013,Abril,5.4
Kansas,2013,Marzo,5.5
Kansas,2013,Febrero,5.5
Kansas,2013,Enero,5.6
Kansas,2014,Diciembre,4.3
Kansas,2014,Noviembre,4.3
Kansas,2014,Octubre,4.3
Kansas,2014,Septiembre,4.4
Kansas,2014,Agosto,4.4
Kansas,2014,Julio,4.5
Kansas,2014,Junio,4.5
Kansas,2014,Mayo,4.6
Kansas,2014,Abril,4.6
Kansas,2014,Marzo,4.7
Kansas,2014,Febrero,4.7
Kansas,2014,Enero,4.8
Kansas,2015,Diciembre,3.9
Kansas,2015,Noviembre,3.9
Kansas,2015,Octubre,3.9
Kansas,2015,Septiembre,4.0
Kansas,2015,Agosto,4.0
Kansas,2015,Julio,4.1
Kansas,2015,Junio,4.2
Kansas,2015,Mayo,4.3
Kansas,2015,Abril,4.4
Kansas,2015,Marzo,4.4
Kansas,2015,Febrero,4.4
Kansas,2015,Enero,4.3
Kansas,2016,Diciembre,4.0
Kansas,2016,Noviembre,4.1
Kansas,2016,Octubre,4.1
Kansas,2016,Septiembre,4.1
Kansas,2016,Agosto,4.1
Kansas,2016,Julio,4.1
Kansas,2016,Junio,4.0
Kansas,2016,Mayo,4.0
Kansas,2016,Abril,4.0
Kansas,2016,Marzo,3.9
Kansas,2016,Febrero,3.9
Kansas,2016,Enero,3.9
Kansas,2017,Diciembre,3.4
Kansas,2017,Noviembre,3.5
Kansas,2017,Octubre,3.5
Kansas,2017,Septiembre,3.6
Kansas,2017,Agosto,3.6
Kansas,2017,Julio,3.6
Kansas,2017,Junio,3.6
Kansas,2017,Mayo,3.6
Kansas,2017,Abril,3.6
Kansas,2017,Marzo,3.7
Kansas,2017,Febrero,3.8
Kansas,2017,Enero,3.9
Kansas,2018,Diciembre,3.3
Kansas,2018,Noviembre,3.3
Kansas,2018,Octubre,3.3
Kansas,2018,Septiembre,3.3
Kansas,2018,Agosto,3.2
Kansas,2018,Julio,3.2
Kansas,2018,Junio,3.2
Kansas,2018,Mayo,3.2
Kansas,2018,Abril,3.3
Kansas,2018,Marzo,3.3
Kansas,2018,Febrero,3.3
Kansas,2018,Enero,3.4
Kansas,2019,Diciembre,3.1
Kansas,2019,Noviembre,3.1
Kansas,2019,Octubre,3.1
Kansas,2019,Septiembre,3.1
Kansas,2019,Agosto,3.1
Kansas,2019,Julio,3.1
Kansas,2019,Junio,3.1
Kansas,2019,Mayo,3.1
Kansas,2019,Abril,3.1
Kansas,2019,Marzo,3.1
Kansas,2019,Febrero,3.2
Kansas,2019,Enero,3.3
Kentucky,2010,Diciembre,9.9
Kentucky,2010,Noviembre,10.0
Kentucky,2010,Octubre,10.0
Kentucky,2010,Septiembre,10.0
Kentucky,2010,Agosto,10.0
Kentucky,2010,Julio,10.0
Kentucky,2010,Junio,10.1
Kentucky,2010,Mayo,10.3
Kentucky,2010,Abril,10.5
Kentucky,2010,Marzo,10.7
Kentucky,2010,Febrero,10.8
Kentucky,2010,Enero,10.9
Kentucky,2011,Diciembre,8.7
Kentucky,2011,Noviembre,9.0
Kentucky,2011,Octubre,9.2
Kentucky,2011,Septiembre,9.3
Kentucky,2011,Agosto,9.4
Kentucky,2011,Julio,9.5
Kentucky,2011,Junio,9.5
Kentucky,2011,Mayo,9.5
Kentucky,2011,Abril,9.5
Kentucky,2011,Marzo,9.5
Kentucky,2011,Febrero,9.6
Kentucky,2011,Enero,9.8
Kentucky,2012,Diciembre,8.0
Kentucky,2012,Noviembre,8.1
Kentucky,2012,Octubre,8.1
Kentucky,2012,Septiembre,8.1
Kentucky,2012,Agosto,8.2
Kentucky,2012,Julio,8.2
Kentucky,2012,Junio,8.2
Kentucky,2012,Mayo,8.2
Kentucky,2012,Abril,8.2
Kentucky,2012,Marzo,8.2
Kentucky,2012,Febrero,8.4
Kentucky,2012,Enero,8.5
Kentucky,2013,Diciembre,7.6
Kentucky,2013,Noviembre,7.7
Kentucky,2013,Octubre,7.8
Kentucky,2013,Septiembre,7.9
Kentucky,2013,Agosto,8.0
Kentucky,2013,Julio,8.0
Kentucky,2013,Junio,8.0
Kentucky,2013,Mayo,8.0
Kentucky,2013,Abril,8.0
Kentucky,2013,Marzo,8.0
Kentucky,2013,Febrero,8.0
Kentucky,2013,Enero,8.0
Kentucky,2014,Diciembre,5.4
Kentucky,2014,Noviembre,5.5
Kentucky,2014,Octubre,5.7
Kentucky,2014,Septiembre,5.9
Kentucky,2014,Agosto,6.0
Kentucky,2014,Julio,6.3
Kentucky,2014,Junio,6.5
Kentucky,2014,Mayo,6.7
Kentucky,2014,Abril,7.0
Kentucky,2014,Marzo,7.2
Kentucky,2014,Febrero,7.3
Kentucky,2014,Enero,7.5
Kentucky,2015,Diciembre,5.2
Kentucky,2015,Noviembre,5.2
Kentucky,2015,Octubre,5.2
Kentucky,2015,Septiembre,5.2
Kentucky,2015,Agosto,5.2
Kentucky,2015,Julio,5.2
Kentucky,2015,Junio,5.2
Kentucky,2015,Mayo,5.2
Kentucky,2015,Abril,5.3
Kentucky,2015,Marzo,5.3
Kentucky,2015,Febrero,5.3
Kentucky,2015,Enero,5.3
Kentucky,2016,Diciembre,5.1
Kentucky,2016,Noviembre,5.1
Kentucky,2016,Octubre,5.1
Kentucky,2016,Septiembre,5.0
Kentucky,2016,Agosto,5.0
Kentucky,2016,Julio,4.9
Kentucky,2016,Junio,4.9
Kentucky,2016,Mayo,4.9
Kentucky,2016,Abril,5.0
Kentucky,2016,Marzo,5.1
Kentucky,2016,Febrero,5.1
Kentucky,2016,Enero,5.2
Kentucky,2017,Diciembre,4.3
Kentucky,2017,Noviembre,4.4
Kentucky,2017,Octubre,4.5
Kentucky,2017,Septiembre,4.6
Kentucky,2017,Agosto,4.8
Kentucky,2017,Julio,4.8
Kentucky,2017,Junio,4.9
Kentucky,2017,Mayo,4.9
Kentucky,2017,Abril,5.0
Kentucky,2017,Marzo,5.0
Kentucky,2017,Febrero,5.0
Kentucky,2017,Enero,5.1
Kentucky,2018,Diciembre,4.2
Kentucky,2018,Noviembre,4.2
Kentucky,2018,Octubre,4.2
Kentucky,2018,Septiembre,4.2
Kentucky,2018,Agosto,4.2
Kentucky,2018,Julio,4.2
Kentucky,2018,Junio,4.2
Kentucky,2018,Mayo,4.2
Kentucky,2018,Abril,4.2
Kentucky,2018,Marzo,4.2
Kentucky,2018,Febrero,4.2
Kentucky,2018,Enero,4.2
Kentucky,2019,Diciembre,4.0
Kentucky,2019,Noviembre,4.0
Kentucky,2019,Octubre,4.0
Kentucky,2019,Septiembre,4.1
Kentucky,2019,Agosto,4.1
Kentucky,2019,Julio,4.1
Kentucky,2019,Junio,4.1
Kentucky,2019,Mayo,4.1
Kentucky,2019,Abril,4.1
Kentucky,2019,Marzo,4.1
Kentucky,2019,Febrero,4.1
Kentucky,2019,Enero,4.2
Luisiana,2010,Diciembre,7.8
Luisiana,2010,Noviembre,7.8
Luisiana,2010,Octubre,7.8
Luisiana,2010,Septiembre,7.8
Luisiana,2010,Agosto,7.7
Luisiana,2010,Julio,7.6
Luisiana,2010,Junio,7.4
Luisiana,2010,Mayo,7.4
Luisiana,2010,Abril,7.3
Luisiana,2010,Marzo,7.3
Luisiana,2010,Febrero,7.2
Luisiana,2010,Enero,7.1
Luisiana,2011,Diciembre,7.2
Luisiana,2011,Noviembre,7.3
Luisiana,2011,Octubre,7.3
Luisiana,2011,Septiembre,7.3
Luisiana,2011,Agosto,7.3
Luisiana,2011,Julio,7.4
Luisiana,2011,Junio,7.4
Luisiana,2011,Mayo,7.4
Luisiana,2011,Abril,7.5
Luisiana,2011,Marzo,7.6
Luisiana,2011,Febrero,7.7
Luisiana,2011,Enero,7.8
Luisiana,2012,Diciembre,6.6
Luisiana,2012,Noviembre,6.5
Luisiana,2012,Octubre,6.4
Luisiana,2012,Septiembre,6.5
Luisiana,2012,Agosto,6.6
Luisiana,2012,Julio,6.7
Luisiana,2012,Junio,6.8
Luisiana,2012,Mayo,6.9
Luisiana,2012,Abril,7.0
Luisiana,2012,Marzo,7.0
Luisiana,2012,Febrero,7.1
Luisiana,2012,Enero,7.1
Luisiana,2013,Diciembre,5.7
Luisiana,2013,Noviembre,5.9
Luisiana,2013,Octubre,6.0
Luisiana,2013,Septiembre,6.2
Luisiana,2013,Agosto,6.4
Luisiana,2013,Julio,6.5
Luisiana,2013,Junio,6.6
Luisiana,2013,Mayo,6.7
Luisiana,2013,Abril,6.7
Luisiana,2013,Marzo,6.8
Luisiana,2013,Febrero,6.8
Luisiana,2013,Enero,6.7
Luisiana,2014,Diciembre,6.8
Luisiana,2014,Noviembre,6.8
Luisiana,2014,Octubre,6.8
Luisiana,2014,Septiembre,6.7
Luisiana,2014,Agosto,6.6
Luisiana,2014,Julio,6.4
Luisiana,2014,Junio,6.2
Luisiana,2014,Mayo,6.0
Luisiana,2014,Abril,5.8
Luisiana,2014,Marzo,5.7
Luisiana,2014,Febrero,5.6
Luisiana,2014,Enero,5.6
Luisiana,2015,Diciembre,6.0
Luisiana,2015,Noviembre,6.0
Luisiana,2015,Octubre,6.0
Luisiana,2015,Septiembre,6.0
Luisiana,2015,Agosto,6.1
Luisiana,2015,Julio,6.1
Luisiana,2015,Junio,6.3
Luisiana,2015,Mayo,6.4
Luisiana,2015,Abril,6.5
Luisiana,2015,Marzo,6.6
Luisiana,2015,Febrero,6.7
Luisiana,2015,Enero,6.8
Luisiana,2016,Diciembre,5.9
Luisiana,2016,Noviembre,6.0
Luisiana,2016,Octubre,6.1
Luisiana,2016,Septiembre,6.1
Luisiana,2016,Agosto,6.1
Luisiana,2016,Julio,6.1
Luisiana,2016,Junio,6.1
Luisiana,2016,Mayo,6.1
Luisiana,2016,Abril,6.1
Luisiana,2016,Marzo,6.1
Luisiana,2016,Febrero,6.1
Luisiana,2016,Enero,6.0
Luisiana,2017,Diciembre,4.7
Luisiana,2017,Noviembre,4.7
Luisiana,2017,Octubre,4.7
Luisiana,2017,Septiembre,4.8
Luisiana,2017,Agosto,4.8
Luisiana,2017,Julio,4.9
Luisiana,2017,Junio,5.1
Luisiana,2017,Mayo,5.2
Luisiana,2017,Abril,5.4
Luisiana,2017,Marzo,5.5
Luisiana,2017,Febrero,5.7
Luisiana,2017,Enero,5.8
Luisiana,2018,Diciembre,4.8
Luisiana,2018,Noviembre,4.8
Luisiana,2018,Octubre,4.8
Luisiana,2018,Septiembre,4.8
Luisiana,2018,Agosto,4.8
Luisiana,2018,Julio,4.8
Luisiana,2018,Junio,4.9
Luisiana,2018,Mayo,4.9
Luisiana,2018,Abril,4.9
Luisiana,2018,Marzo,4.8
Luisiana,2018,Febrero,4.8
Luisiana,2018,Enero,4.7
Luisiana,2019,Diciembre,5.1
Luisiana,2019,Noviembre,4.9
Luisiana,2019,Octubre,4.8
Luisiana,2019,Septiembre,4.7
Luisiana,2019,Agosto,4.6
Luisiana,2019,Julio,4.4
Luisiana,2019,Junio,4.3
Luisiana,2019,Mayo,4.3
Luisiana,2019,Abril,4.4
Luisiana,2019,Marzo,4.5
Luisiana,2019,Febrero,4.7
Luisiana,2019,Enero,4.8
Massachusetts,2010,Diciembre,7.7
Massachusetts,2010,Noviembre,7.8
Massachusetts,2010,Octubre,7.8
Massachusetts,2010,Septiembre,7.9
Massachusetts,2010,Agosto,7.9
Massachusetts,2010,Julio,7.9
Massachusetts,2010,Junio,8.0
Massachusetts,2010,Mayo,8.1
Massachusetts,2010,Abril,8.3
Massachusetts,2010,Marzo,8.4
Massachusetts,2010,Febrero,8.4
Massachusetts,2010,Enero,8.5
Massachusetts,2011,Diciembre,6.8
Massachusetts,2011,Noviembre,6.9
Massachusetts,2011,Octubre,7.0
Massachusetts,2011,Septiembre,7.1
Massachusetts,2011,Agosto,7.2
Massachusetts,2011,Julio,7.2
Massachusetts,2011,Junio,7.3
Massachusetts,2011,Mayo,7.3
Massachusetts,2011,Abril,7.4
Massachusetts,2011,Marzo,7.4
Massachusetts,2011,Febrero,7.5
Massachusetts,2011,Enero,7.6
Massachusetts,2012,Diciembre,6.7
Massachusetts,2012,Noviembre,6.7
Massachusetts,2012,Octubre,6.7
Massachusetts,2012,Septiembre,6.7
Massachusetts,2012,Agosto,6.7
Massachusetts,2012,Julio,6.7
Massachusetts,2012,Junio,6.7
Massachusetts,2012,Mayo,6.7
Massachusetts,2012,Abril,6.7
Massachusetts,2012,Marzo,6.7
Massachusetts,2012,Febrero,6.7
Massachusetts,2012,Enero,6.7
Massachusetts,2013,Diciembre,6.3
Massachusetts,2013,Noviembre,6.4
Massachusetts,2013,Octubre,6.5
Massachusetts,2013,Septiembre,6.6
Massachusetts,2013,Agosto,6.7
Massachusetts,2013,Julio,6.7
Massachusetts,2013,Junio,6.7
Massachusetts,2013,Mayo,6.7
Massachusetts,2013,Abril,6.8
Massachusetts,2013,Marzo,6.8
Massachusetts,2013,Febrero,6.8
Massachusetts,2013,Enero,6.7
Massachusetts,2014,Diciembre,5.2
Massachusetts,2014,Noviembre,5.4
Massachusetts,2014,Octubre,5.5
Massachusetts,2014,Septiembre,5.6
Massachusetts,2014,Agosto,5.6
Massachusetts,2014,Julio,5.7
Massachusetts,2014,Junio,5.8
Massachusetts,2014,Mayo,5.9
Massachusetts,2014,Abril,5.9
Massachusetts,2014,Marzo,6.0
Massachusetts,2014,Febrero,6.1
Massachusetts,2014,Enero,6.2
Massachusetts,2015,Diciembre,4.4
Massachusetts,2015,Noviembre,4.5
Massachusetts,2015,Octubre,4.6
Massachusetts,2015,Septiembre,4.6
Massachusetts,2015,Agosto,4.7
Massachusetts,2015,Julio,4.7
Massachusetts,2015,Junio,4.8
Massachusetts,2015,Mayo,4.9
Massachusetts,2015,Abril,5.0
Massachusetts,2015,Marzo,5.0
Massachusetts,2015,Febrero,5.1
Massachusetts,2015,Enero,5.2
Massachusetts,2016,Diciembre,3.9
Massachusetts,2016,Noviembre,3.9
Massachusetts,2016,Octubre,3.9
Massachusetts,2016,Septiembre,3.9
Massachusetts,2016,Agosto,3.9
Massachusetts,2016,Julio,3.9
Massachusetts,2016,Junio,4.0
Massachusetts,2016,Mayo,4.1
Massachusetts,2016,Abril,4.1
Massachusetts,2016,Marzo,4.2
Massachusetts,2016,Febrero,4.3
Massachusetts,2016,Enero,4.4
Massachusetts,2017,Diciembre,3.7
Massachusetts,2017,Noviembre,3.8
Massachusetts,2017,Octubre,3.8
Massachusetts,2017,Septiembre,3.8
Massachusetts,2017,Agosto,3.8
Massachusetts,2017,Julio,3.8
Massachusetts,2017,Junio,3.8
Massachusetts,2017,Mayo,3.8
Massachusetts,2017,Abril,3.8
Massachusetts,2017,Marzo,3.8
Massachusetts,2017,Febrero,3.8
Massachusetts,2017,Enero,3.8
Massachusetts,2018,Diciembre,3.3
Massachusetts,2018,Noviembre,3.3
Massachusetts,2018,Octubre,3.3
Massachusetts,2018,Septiembre,3.3
Massachusetts,2018,Agosto,3.4
Massachusetts,2018,Julio,3.4
Massachusetts,2018,Junio,3.5
Massachusetts,2018,Mayo,3.5
Massachusetts,2018,Abril,3.5
Massachusetts,2018,Marzo,3.6
Massachusetts,2018,Febrero,3.6
Massachusetts,2018,Enero,3.7
Massachusetts,2019,Diciembre,3.0
Massachusetts,2019,Noviembre,3.0
Massachusetts,2019,Octubre,3.0
Massachusetts,2019,Septiembre,3.0
Massachusetts,2019,Agosto,3.0
Massachusetts,2019,Julio,3.0
Massachusetts,2019,Junio,3.0
Massachusetts,2019,Mayo,3.1
Massachusetts,2019,Abril,3.1
Massachusetts,2019,Marzo,3.1
Massachusetts,2019,Febrero,3.2
Massachusetts,2019,Enero,3.2
Maryland,2010,Diciembre,7.6
Maryland,2010,Noviembre,7.7
Maryland,2010,Octubre,7.7
Maryland,2010,Septiembre,7.7
Maryland,2010,Agosto,7.7
Maryland,2010,Julio,7.7
Maryland,2010,Junio,7.8
Maryland,2010,Mayo,7.9
Maryland,2010,Abril,7.9
Maryland,2010,Marzo,8.0
Maryland,2010,Febrero,8.1
Maryland,2010,Enero,8.1
Maryland,2011,Diciembre,7.0
Maryland,2011,Noviembre,7.1
Maryland,2011,Octubre,7.2
Maryland,2011,Septiembre,7.3
Maryland,2011,Agosto,7.4
Maryland,2011,Julio,7.4
Maryland,2011,Junio,7.4
Maryland,2011,Mayo,7.4
Maryland,2011,Abril,7.3
Maryland,2011,Marzo,7.4
Maryland,2011,Febrero,7.4
Maryland,2011,Enero,7.5
Maryland,2012,Diciembre,6.8
Maryland,2012,Noviembre,6.8
Maryland,2012,Octubre,6.8
Maryland,2012,Septiembre,6.8
Maryland,2012,Agosto,6.9
Maryland,2012,Julio,6.9
Maryland,2012,Junio,6.9
Maryland,2012,Mayo,6.9
Maryland,2012,Abril,6.9
Maryland,2012,Marzo,6.9
Maryland,2012,Febrero,6.9
Maryland,2012,Enero,6.9
Maryland,2013,Diciembre,6.1
Maryland,2013,Noviembre,6.2
Maryland,2013,Octubre,6.3
Maryland,2013,Septiembre,6.4
Maryland,2013,Agosto,6.5
Maryland,2013,Julio,6.5
Maryland,2013,Junio,6.6
Maryland,2013,Mayo,6.6
Maryland,2013,Abril,6.7
Maryland,2013,Marzo,6.7
Maryland,2013,Febrero,6.8
Maryland,2013,Enero,6.8
Maryland,2014,Diciembre,5.4
Maryland,2014,Noviembre,5.5
Maryland,2014,Octubre,5.5
Maryland,2014,Septiembre,5.6
Maryland,2014,Agosto,5.6
Maryland,2014,Julio,5.7
Maryland,2014,Junio,5.8
Maryland,2014,Mayo,5.8
Maryland,2014,Abril,5.9
Maryland,2014,Marzo,5.9
Maryland,2014,Febrero,6.0
Maryland,2014,Enero,6.1
Maryland,2015,Diciembre,4.6
Maryland,2015,Noviembre,4.7
Maryland,2015,Octubre,4.7
Maryland,2015,Septiembre,4.8
Maryland,2015,Agosto,4.9
Maryland,2015,Julio,4.9
Maryland,2015,Junio,5.0
Maryland,2015,Mayo,5.1
Maryland,2015,Abril,5.2
Maryland,2015,Marzo,5.3
Maryland,2015,Febrero,5.3
Maryland,2015,Enero,5.4
Maryland,2016,Diciembre,4.2
Maryland,2016,Noviembre,4.2
Maryland,2016,Octubre,4.3
Maryland,2016,Septiembre,4.3
Maryland,2016,Agosto,4.2
Maryland,2016,Julio,4.2
Maryland,2016,Junio,4.3
Maryland,2016,Mayo,4.3
Maryland,2016,Abril,4.3
Maryland,2016,Marzo,4.3
Maryland,2016,Febrero,4.4
Maryland,2016,Enero,4.5
Maryland,2017,Diciembre,4.0
Maryland,2017,Noviembre,4.1
Maryland,2017,Octubre,4.1
Maryland,2017,Septiembre,4.0
Maryland,2017,Agosto,4.0
Maryland,2017,Julio,4.0
Maryland,2017,Junio,3.9
Maryland,2017,Mayo,3.9
Maryland,2017,Abril,3.9
Maryland,2017,Marzo,4.0
Maryland,2017,Febrero,4.0
Maryland,2017,Enero,4.1
Maryland,2018,Diciembre,3.6
Maryland,2018,Noviembre,3.6
Maryland,2018,Octubre,3.7
Maryland,2018,Septiembre,3.7
Maryland,2018,Agosto,3.6
Maryland,2018,Julio,3.6
Maryland,2018,Junio,3.6
Maryland,2018,Mayo,3.6
Maryland,2018,Abril,3.6
Maryland,2018,Marzo,3.7
Maryland,2018,Febrero,3.8
Maryland,2018,Enero,3.9
Maryland,2019,Diciembre,3.8
Maryland,2019,Noviembre,3.7
Maryland,2019,Octubre,3.7
Maryland,2019,Septiembre,3.6
Maryland,2019,Agosto,3.5
Maryland,2019,Julio,3.4
Maryland,2019,Junio,3.2
Maryland,2019,Mayo,3.1
Maryland,2019,Abril,3.1
Maryland,2019,Marzo,3.2
Maryland,2019,Febrero,3.3
Maryland,2019,Enero,3.5
Maine,2010,Diciembre,8.1
Maine,2010,Noviembre,8.2
Maine,2010,Octubre,8.3
Maine,2010,Septiembre,8.3
Maine,2010,Agosto,8.3
Maine,2010,Julio,8.3
Maine,2010,Junio,8.3
Maine,2010,Mayo,8.5
Maine,2010,Abril,8.6
Maine,2010,Marzo,8.7
Maine,2010,Febrero,8.7
Maine,2010,Enero,8.7
Maine,2011,Diciembre,7.3
Maine,2011,Noviembre,7.4
Maine,2011,Octubre,7.5
Maine,2011,Septiembre,7.6
Maine,2011,Agosto,7.7
Maine,2011,Julio,7.8
Maine,2011,Junio,7.8
Maine,2011,Mayo,7.8
Maine,2011,Abril,7.8
Maine,2011,Marzo,7.9
Maine,2011,Febrero,8.0
Maine,2011,Enero,8.1
Maine,2012,Diciembre,7.1
Maine,2012,Noviembre,7.1
Maine,2012,Octubre,7.1
Maine,2012,Septiembre,7.2
Maine,2012,Agosto,7.2
Maine,2012,Julio,7.2
Maine,2012,Junio,7.3
Maine,2012,Mayo,7.3
Maine,2012,Abril,7.2
Maine,2012,Marzo,7.2
Maine,2012,Febrero,7.2
Maine,2012,Enero,7.2
Maine,2013,Diciembre,6.2
Maine,2013,Noviembre,6.3
Maine,2013,Octubre,6.4
Maine,2013,Septiembre,6.5
Maine,2013,Agosto,6.6
Maine,2013,Julio,6.7
Maine,2013,Junio,6.7
Maine,2013,Mayo,6.8
Maine,2013,Abril,6.9
Maine,2013,Marzo,7.0
Maine,2013,Febrero,7.0
Maine,2013,Enero,7.1
Maine,2014,Diciembre,5.0
Maine,2014,Noviembre,5.2
Maine,2014,Octubre,5.2
Maine,2014,Septiembre,5.3
Maine,2014,Agosto,5.4
Maine,2014,Julio,5.5
Maine,2014,Junio,5.6
Maine,2014,Mayo,5.7
Maine,2014,Abril,5.8
Maine,2014,Marzo,5.9
Maine,2014,Febrero,6.0
Maine,2014,Enero,6.1
Maine,2015,Diciembre,4.0
Maine,2015,Noviembre,4.0
Maine,2015,Octubre,4.1
