Estado,Año,Mes,Tasa de desempleo
Arkansas,2002,Agosto,5.2
Arkansas,2002,Julio,5.2
Arkansas,2002,Junio,5.3
Arkansas,2002,Mayo,5.4
Arkansas,2002,Abril,5.4
Arkansas,2002,Marzo,5.5
Arkansas,2002,Febrero,5.5
Arkansas,2002,Enero,5.4
Arkansas,2003,Diciembre,5.7
Arkansas,2003,Noviembre,5.8
Arkansas,2003,Octubre,5.8
Arkansas,2003,Septiembre,5.9
Arkansas,2003,Agosto,6.0
Arkansas,2003,Julio,6.0
Arkansas,2003,Junio,5.9
Arkansas,2003,Mayo,5.8
Arkansas,2003,Abril,5.7
Arkansas,2003,Marzo,5.6
Arkansas,2003,Febrero,5.5
Arkansas,2003,Enero,5.4
Arkansas,2004,Diciembre,5.4
Arkansas,2004,Noviembre,5.5
Arkansas,2004,Octubre,5.5
Arkansas,2004,Septiembre,5.5
Arkansas,2004,Agosto,5.5
Arkansas,2004,Julio,5.5
Arkansas,2004,Junio,5.6
Arkansas,2004,Mayo,5.7
Arkansas,2004,Abril,5.7
Arkansas,2004,Marzo,5.7
Arkansas,2004,Febrero,5.7
Arkansas,2004,Enero,5.7
Arkansas,2005,Diciembre,5.2
Arkansas,2005,Noviembre,5.2
Arkansas,2005,Octubre,5.3
Arkansas,2005,Septiembre,5.3
Arkansas,2005,Agosto,5.3
Arkansas,2005,Julio,5.2
Arkansas,2005,Junio,5.2
Arkansas,2005,Mayo,5.2
Arkansas,2005,Abril,5.2
Arkansas,2005,Marzo,5.3
Arkansas,2005,Febrero,5.3
Arkansas,2005,Enero,5.4
Arkansas,2006,Diciembre,5.3
Arkansas,2006,Noviembre,5.3
Arkansas,2006,Octubre,5.3
Arkansas,2006,Septiembre,5.3
Arkansas,2006,Agosto,5.3
Arkansas,2006,Julio,5.3
Arkansas,2006,Junio,5.3
Arkansas,2006,Mayo,5.3
Arkansas,2006,Abril,5.2
Arkansas,2006,Marzo,5.2
Arkansas,2006,Febrero,5.1
Arkansas,2006,Enero,5.1
Arkansas,2007,Diciembre,5.2
Arkansas,2007,Noviembre,5.4
Arkansas,2007,Octubre,5.5
Arkansas,2007,Septiembre,5.5
Arkansas,2007,Agosto,5.5
Arkansas,2007,Julio,5.5
Arkansas,2007,Junio,5.5
Arkansas,2007,Mayo,5.4
Arkansas,2007,Abril,5.3
Arkansas,2007,Marzo,5.3
Arkansas,2007,Febrero,5.3
Arkansas,2007,Enero,5.3
Arkansas,2008,Diciembre,6.7
Arkansas,2008,Noviembre,6.3
Arkansas,2008,Octubre,5.9
Arkansas,2008,Septiembre,5.6
Arkansas,2008,Agosto,5.4
Arkansas,2008,Julio,5.3
Arkansas,2008,Junio,5.1
Arkansas,2008,Mayo,5.0
Arkansas,2008,Abril,5.0
Arkansas,2008,Marzo,4.9
Arkansas,2008,Febrero,5.0
Arkansas,2008,Enero,5.1
Arkansas,2009,Diciembre,7.9
Arkansas,2009,Noviembre,7.9
Arkansas,2009,Octubre,7.8
Arkansas,2009,Septiembre,7.8
Arkansas,2009,Agosto,7.8
Arkansas,2009,Julio,7.9
Arkansas,2009,Junio,7.9
Arkansas,2009,Mayo,7.9
Arkansas,2009,Abril,7.8
Arkansas,2009,Marzo,7.6
Arkansas,2009,Febrero,7.4
Arkansas,2009,Enero,7.0
Arkansas,2010,Diciembre,8.0
Arkansas,2010,Noviembre,8.0
Arkansas,2010,Octubre,7.9
Arkansas,2010,Septiembre,7.9
Arkansas,2010,Agosto,7.8
Arkansas,2010,Julio,7.7
Arkansas,2010,Junio,7.7
Arkansas,2010,Mayo,7.8
Arkansas,2010,Abril,7.8
Arkansas,2010,Marzo,7.9
Arkansas,2010,Febrero,7.9
Arkansas,2010,Enero,7.9
Arizona,2000,Diciembre,4.0
Arizona,2000,Noviembre,3.9
Arizona,2000,Octubre,3.9
Arizona,2000,Septiembre,3.9
Arizona,2000,Agosto,4.0
Arizona,2000,Julio,4.0
Arizona,2000,Junio,4.0
Arizona,2000,Mayo,4.0
Arizona,2000,Abril,4.0
Arizona,2000,Marzo,4.0
Arizona,2000,Febrero,4.0
Arizona,2000,Enero,4.1
Arizona,2001,Diciembre,5.9
Arizona,2001,Noviembre,5.7
Arizona,2001,Octubre,5.4
Arizona,2001,Septiembre,5.1
Arizona,2001,Agosto,4.8
Arizona,2001,Julio,4.6
Arizona,2001,Junio,4.4
Arizona,2001,Mayo,4.3
Arizona,2001,Abril,4.2
Arizona,2001,Marzo,4.2
Arizona,2001,Febrero,4.1
Arizona,2001,Enero,4.0
Arizona,2002,Diciembre,6.0
Arizona,2002,Noviembre,6.1
Arizona,2002,Octubre,6.1
Arizona,2002,Septiembre,6.2
Arizona,2002,Agosto,6.2
Arizona,2002,Julio,6.2
Arizona,2002,Junio,6.2
Arizona,2002,Mayo,6.2
Arizona,2002,Abril,6.2
Arizona,2002,Marzo,6.2
Arizona,2002,Febrero,6.1
Arizona,2002,Enero,6.0
Arizona,2003,Diciembre,5.4
Arizona,2003,Noviembre,5.5
Arizona,2003,Octubre,5.6
Arizona,2003,Septiembre,5.7
Arizona,2003,Agosto,5.8
Arizona,2003,Julio,5.9
Arizona,2003,Junio,5.9
Arizona,2003,Mayo,5.9
Arizona,2003,Abril,5.9
Arizona,2003,Marzo,5.9
Arizona,2003,Febrero,5.9
Arizona,2003,Enero,6.0
Arizona,2004,Diciembre,4.6
Arizona,2004,Noviembre,4.6
Arizona,2004,Octubre,4.7
Arizona,2004,Septiembre,4.7
Arizona,2004,Agosto,4.8
Arizona,2004,Julio,4.9
Arizona,2004,Junio,5.0
Arizona,2004,Mayo,5.1
Arizona,2004,Abril,5.2
Arizona,2004,Marzo,5.3
Arizona,2004,Febrero,5.3
Arizona,2004,Enero,5.4
Arizona,2005,Diciembre,4.6
Arizona,2005,Noviembre,4.6
Arizona,2005,Octubre,4.7
Arizona,2005,Septiembre,4.7
Arizona,2005,Agosto,4.7
Arizona,2005,Julio,4.7
Arizona,2005,Junio,4.7
Arizona,2005,Mayo,4.7
Arizona,2005,Abril,4.7
Arizona,2005,Marzo,4.7
Arizona,2005,Febrero,4.6
Arizona,2005,Enero,4.6
Arizona,2006,Diciembre,4.0
Arizona,2006,Noviembre,4.1
Arizona,2006,Octubre,4.2
Arizona,2006,Septiembre,4.2
Arizona,2006,Agosto,4.3
Arizona,2006,Julio,4.4
Arizona,2006,Junio,4.4
Arizona,2006,Mayo,4.4
Arizona,2006,Abril,4.4
Arizona,2006,Marzo,4.4
Arizona,2006,Febrero,4.4
Arizona,2006,Enero,4.5
Arizona,2007,Diciembre,4.1
Arizona,2007,Noviembre,4.0
Arizona,2007,Octubre,3.8
Arizona,2007,Septiembre,3.7
Arizona,2007,Agosto,3.5
Arizona,2007,Julio,3.5
Arizona,2007,Junio,3.5
Arizona,2007,Mayo,3.6
Arizona,2007,Abril,3.7
Arizona,2007,Marzo,3.8
Arizona,2007,Febrero,3.9
Arizona,2007,Enero,3.9
Arizona,2008,Diciembre,7.7
Arizona,2008,Noviembre,7.3
Arizona,2008,Octubre,6.9
Arizona,2008,Septiembre,6.6
Arizona,2008,Agosto,6.2
Arizona,2008,Julio,5.9
Arizona,2008,Junio,5.5
Arizona,2008,Mayo,5.2
Arizona,2008,Abril,4.9
Arizona,2008,Marzo,4.6
Arizona,2008,Febrero,4.4
Arizona,2008,Enero,4.3
Arizona,2009,Diciembre,10.6
Arizona,2009,Noviembre,10.5
Arizona,2009,Octubre,10.4
Arizona,2009,Septiembre,10.3
Arizona,2009,Agosto,10.1
Arizona,2009,Julio,10.0
Arizona,2009,Junio,9.7
Arizona,2009,Mayo,9.5
Arizona,2009,Abril,9.2
Arizona,2009,Marzo,8.9
Arizona,2009,Febrero,8.6
Arizona,2009,Enero,8.2
Arizona,2010,Diciembre,10.0
Arizona,2010,Noviembre,10.0
Arizona,2010,Octubre,10.1
Arizona,2010,Septiembre,10.1
Arizona,2010,Agosto,10.2
Arizona,2010,Julio,10.2
Arizona,2010,Junio,10.3
Arizona,2010,Mayo,10.4
Arizona,2010,Abril,10.5
Arizona,2010,Marzo,10.6
Arizona,2010,Febrero,10.6
Arizona,2010,Enero,10.6
California,2000,Diciembre,4.8
California,2000,Noviembre,4.8
California,2000,Octubre,4.8
California,2000,Septiembre,4.8
California,2000,Agosto,4.9
California,2000,Julio,5.0
California,2000,Junio,5.0
California,2000,Mayo,5.0
California,2000,Abril,5.0
California,2000,Marzo,5.0
California,2000,Febrero,5.0
California,2000,Enero,5.0
California,2001,Diciembre,6.5
California,2001,Noviembre,6.3
California,2001,Octubre,6.1
California,2001,Septiembre,5.9
California,2001,Agosto,5.6
California,2001,Julio,5.4
California,2001,Junio,5.2
California,2001,Mayo,5.1
California,2001,Abril,5.0
California,2001,Marzo,4.9
California,2001,Febrero,4.8
California,2001,Enero,4.8
California,2002,Diciembre,6.9
California,2002,Noviembre,6.8
California,2002,Octubre,6.8
California,2002,Septiembre,6.8
California,2002,Agosto,6.7
California,2002,Julio,6.8
California,2002,Junio,6.8
California,2002,Mayo,6.8
California,2002,Abril,6.7
California,2002,Marzo,6.7
California,2002,Febrero,6.7
California,2002,Enero,6.6
California,2003,Diciembre,6.6
California,2003,Noviembre,6.7
California,2003,Octubre,6.8
California,2003,Septiembre,6.9
California,2003,Agosto,7.0
California,2003,Julio,7.0
California,2003,Junio,7.0
California,2003,Mayo,7.0
California,2003,Abril,7.0
California,2003,Marzo,6.9
California,2003,Febrero,6.9
California,2003,Enero,6.9
California,2004,Diciembre,5.8
California,2004,Noviembre,5.9
California,2004,Octubre,5.9
California,2004,Septiembre,6.0
California,2004,Agosto,6.1
California,2004,Julio,6.2
California,2004,Junio,6.3
California,2004,Mayo,6.4
California,2004,Abril,6.4
California,2004,Marzo,6.5
California,2004,Febrero,6.5
California,2004,Enero,6.6
California,2005,Diciembre,5.1
California,2005,Noviembre,5.2
California,2005,Octubre,5.2
California,2005,Septiembre,5.2
California,2005,Agosto,5.3
California,2005,Julio,5.3
California,2005,Junio,5.3
California,2005,Mayo,5.4
California,2005,Abril,5.5
California,2005,Marzo,5.6
California,2005,Febrero,5.7
California,2005,Enero,5.8
California,2006,Diciembre,4.9
California,2006,Noviembre,4.9
California,2006,Octubre,4.9
California,2006,Septiembre,4.9
California,2006,Agosto,4.9
California,2006,Julio,4.9
California,2006,Junio,4.9
California,2006,Mayo,4.9
California,2006,Abril,4.9
California,2006,Marzo,4.9
California,2006,Febrero,5.0
California,2006,Enero,5.0
California,2007,Diciembre,5.8
California,2007,Noviembre,5.7
California,2007,Octubre,5.7
California,2007,Septiembre,5.5
California,2007,Agosto,5.4
California,2007,Julio,5.3
California,2007,Junio,5.2
California,2007,Mayo,5.1
California,2007,Abril,5.1
California,2007,Marzo,5.0
California,2007,Febrero,5.0
California,2007,Enero,4.9
California,2008,Diciembre,9.3
California,2008,Noviembre,8.8
California,2008,Octubre,8.4
California,2008,Septiembre,8.0
California,2008,Agosto,7.6
California,2008,Julio,7.3
California,2008,Junio,7.0
California,2008,Mayo,6.7
California,2008,Abril,6.4
California,2008,Marzo,6.2
California,2008,Febrero,6.0
California,2008,Enero,5.9
California,2009,Diciembre,12.5
California,2009,Noviembre,12.4
California,2009,Octubre,12.3
California,2009,Septiembre,12.1
California,2009,Agosto,12.0
California,2009,Julio,11.8
California,2009,Junio,11.7
California,2009,Mayo,11.4
California,2009,Abril,11.2
California,2009,Marzo,10.8
California,2009,Febrero,10.4
California,2009,Enero,9.9
California,2010,Diciembre,12.4
California,2010,Noviembre,12.4
California,2010,Octubre,12.4
California,2010,Septiembre,12.4
California,2010,Agosto,12.4
California,2010,Julio,12.3
California,2010,Junio,12.4
California,2010,Mayo,12.5
California,2010,Abril,12.5
California,2010,Marzo,12.6
California,2010,Febrero,12.6
California,2010,Enero,12.6
Colorado,2000,Diciembre,2.7
Colorado,2000,Noviembre,2.7
Colorado,2000,Octubre,2.7
Colorado,2000,Septiembre,2.8
Colorado,2000,Agosto,2.8
Colorado,2000,Julio,2.8
Colorado,2000,Junio,2.8
Colorado,2000,Mayo,2.7
Colorado,2000,Abril,2.7
Colorado,2000,Marzo,2.7
Colorado,2000,Febrero,2.7
Colorado,2000,Enero,2.8
Colorado,2001,Diciembre,5.5
Colorado,2001,Noviembre,5.2
Colorado,2001,Octubre,4.8
Colorado,2001,Septiembre,4.4
Colorado,2001,Agosto,4.0
Colorado,2001,Julio,3.7
Colorado,2001,Junio,3.4
Colorado,2001,Mayo,3.3
Colorado,2001,Abril,3.1
Colorado,2001,Marzo,2.9
Colorado,2001,Febrero,2.8
Colorado,2001,Enero,2.7
Colorado,2002,Diciembre,5.8
Colorado,2002,Noviembre,5.7
Colorado,2002,Octubre,5.6
Colorado,2002,Septiembre,5.6
Colorado,2002,Agosto,5.6
Colorado,2002,Julio,5.6
Colorado,2002,Junio,5.6
Colorado,2002,Mayo,5.7
Colorado,2002,Abril,5.7
Colorado,2002,Marzo,5.8
Colorado,2002,Febrero,5.8
Colorado,2002,Enero,5.7
Colorado,2003,Diciembre,5.9
Colorado,2003,Noviembre,6.0
Colorado,2003,Octubre,6.0
Colorado,2003,Septiembre,6.1
Colorado,2003,Agosto,6.2
Colorado,2003,Julio,6.3
Colorado,2003,Junio,6.3
Colorado,2003,Mayo,6.3
Colorado,2003,Abril,6.2
Colorado,2003,Marzo,6.1
Colorado,2003,Febrero,6.0
Colorado,2003,Enero,5.9
Colorado,2004,Diciembre,5.4
Colorado,2004,Noviembre,5.4
Colorado,2004,Octubre,5.5
Colorado,2004,Septiembre,5.5
Colorado,2004,Agosto,5.5
Colorado,2004,Julio,5.5
Colorado,2004,Junio,5.5
Colorado,2004,Mayo,5.6
Colorado,2004,Abril,5.6
Colorado,2004,Marzo,5.7
Colorado,2004,Febrero,5.8
Colorado,2004,Enero,5.8
Colorado,2005,Diciembre,4.7
Colorado,2005,Noviembre,4.8
Colorado,2005,Octubre,4.9
Colorado,2005,Septiembre,4.9
Colorado,2005,Agosto,4.9
Colorado,2005,Julio,5.0
Colorado,2005,Junio,5.1
Colorado,2005,Mayo,5.2
Colorado,2005,Abril,5.3
Colorado,2005,Marzo,5.3
Colorado,2005,Febrero,5.4
Colorado,2005,Enero,5.4
Colorado,2006,Diciembre,3.8
Colorado,2006,Noviembre,3.9
Colorado,2006,Octubre,4.1
Colorado,2006,Septiembre,4.2
Colorado,2006,Agosto,4.3
Colorado,2006,Julio,4.3
Colorado,2006,Junio,4.4
Colorado,2006,Mayo,4.4
Colorado,2006,Abril,4.4
Colorado,2006,Marzo,4.4
Colorado,2006,Febrero,4.5
Colorado,2006,Enero,4.6
Colorado,2007,Diciembre,4.1
Colorado,2007,Noviembre,4.1
Colorado,2007,Octubre,4.0
Colorado,2007,Septiembre,3.9
Colorado,2007,Agosto,3.7
Colorado,2007,Julio,3.6
Colorado,2007,Junio,3.5
Colorado,2007,Mayo,3.4
Colorado,2007,Abril,3.4
Colorado,2007,Marzo,3.5
Colorado,2007,Febrero,3.5
Colorado,2007,Enero,3.7
Colorado,2008,Diciembre,6.1
Colorado,2008,Noviembre,5.7
Colorado,2008,Octubre,5.4
Colorado,2008,Septiembre,5.2
Colorado,2008,Agosto,5.0
Colorado,2008,Julio,4.8
Colorado,2008,Junio,4.7
Colorado,2008,Mayo,4.5
Colorado,2008,Abril,4.4
Colorado,2008,Marzo,4.3
Colorado,2008,Febrero,4.2
Colorado,2008,Enero,4.2
Colorado,2009,Diciembre,8.6
Colorado,2009,Noviembre,8.4
Colorado,2009,Octubre,8.3
Colorado,2009,Septiembre,8.2
Colorado,2009,Agosto,8.1
Colorado,2009,Julio,8.1
Colorado,2009,Junio,8.1
Colorado,2009,Mayo,8.0
Colorado,2009,Abril,7.7
Colorado,2009,Marzo,7.4
Colorado,2009,Febrero,7.0
Colorado,2009,Enero,6.6
Colorado,2010,Diciembre,9.3
Colorado,2010,Noviembre,9.4
Colorado,2010,Octubre,9.4
Colorado,2010,Septiembre,9.3
Colorado,2010,Agosto,9.2
Colorado,2010,Julio,9.1
Colorado,2010,Junio,9.0
Colorado,2010,Mayo,9.0
Colorado,2010,Abril,9.1
Colorado,2010,Marzo,9.1
Colorado,2010,Febrero,9.0
Colorado,2010,Enero,8.8
Connecticut,2000,Diciembre,2.2
Connecticut,2000,Noviembre,2.1
Connecticut,2000,Octubre,2.1
Connecticut,2000,Septiembre,2.1
Connecticut,2000,Agosto,2.0
Connecticut,2000,Julio,2.0
Connecticut,2000,Junio,2.1
Connecticut,2000,Mayo,2.1
Connecticut,2000,Abril,2.1
Connecticut,2000,Marzo,2.1
Connecticut,2000,Febrero,2.2
Connecticut,2000,Enero,2.2
Connecticut,2001,Diciembre,3.5
Connecticut,2001,Noviembre,3.4
Connecticut,2001,Octubre,3.3
Connecticut,2001,Septiembre,3.1
Connecticut,2001,Agosto,3.0
Connecticut,2001,Julio,2.9
Connecticut,2001,Junio,2.8
Connecticut,2001,Mayo,2.7
Connecticut,2001,Abril,2.6
Connecticut,2001,Marzo,2.5
Connecticut,2001,Febrero,2.4
Connecticut,2001,Enero,2.3
Connecticut,2002,Diciembre,5.1
Connecticut,2002,Noviembre,5.0
Connecticut,2002,Octubre,4.9
Connecticut,2002,Septiembre,4.8
Connecticut,2002,Agosto,4.6
Connecticut,2002,Julio,4.5
Connecticut,2002,Junio,4.3
Connecticut,2002,Mayo,4.2
Connecticut,2002,Abril,4.1
Connecticut,2002,Marzo,3.9
Connecticut,2002,Febrero,3.8
Connecticut,2002,Enero,3.6
Connecticut,2003,Diciembre,5.3
Connecticut,2003,Noviembre,5.4
Connecticut,2003,Octubre,5.5
Connecticut,2003,Septiembre,5.5
Connecticut,2003,Agosto,5.6
Connecticut,2003,Julio,5.6
Connecticut,2003,Junio,5.6
Connecticut,2003,Mayo,5.5
Connecticut,2003,Abril,5.5
